----------------------------------------
Begin PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
Job ID:		77173546.gm-1r16-n04.guillimin.clumeq.ca
Username:	akashi
Group:		rck-371-01
Nodes:		aw-4r14-n19
End PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
----------------------------------------
Unsteady: 100000, 1.000000, 0, 0, vanleer, 0.200000, 0.200000, 1
setup: Selected Van Leer flux
Euler1dExplicit: Using 1-stage TVD RK scheme; loaded coefficients.
Euler1dExplicit: run(): Step 3480 - Time = 0.004523
Euler1dExplicit: run(): Step 3490 - Time = 0.004536
Euler1dExplicit: run(): Step 3500 - Time = 0.004549
Euler1dExplicit: run(): Step 3510 - Time = 0.004562
Euler1dExplicit: run(): Step 3520 - Time = 0.004575
Euler1dExplicit: run(): Step 3530 - Time = 0.004588
Euler1dExplicit: run(): Step 3540 - Time = 0.004601
Euler1dExplicit: run(): Step 3550 - Time = 0.004614
Euler1dExplicit: run(): Step 3560 - Time = 0.004627
Euler1dExplicit: run(): Step 3570 - Time = 0.004640
Euler1dExplicit: run(): Step 3580 - Time = 0.004653
Euler1dExplicit: run(): Step 3590 - Time = 0.004666
Euler1dExplicit: run(): Step 3600 - Time = 0.004679
Euler1dExplicit: run(): Step 3610 - Time = 0.004692
Euler1dExplicit: run(): Step 3620 - Time = 0.004705
Euler1dExplicit: run(): Step 3630 - Time = 0.004718
Euler1dExplicit: run(): Step 3640 - Time = 0.004731
Euler1dExplicit: run(): Step 3650 - Time = 0.004744
Euler1dExplicit: run(): Step 3660 - Time = 0.004757
Euler1dExplicit: run(): Step 3670 - Time = 0.004770
Euler1dExplicit: run(): Step 3680 - Time = 0.004783
Euler1dExplicit: run(): Step 3690 - Time = 0.004796
Euler1dExplicit: run(): Step 3700 - Time = 0.004809
Euler1dExplicit: run(): Step 3710 - Time = 0.004822
Euler1dExplicit: run(): Step 3720 - Time = 0.004835
Euler1dExplicit: run(): Step 3730 - Time = 0.004848
Euler1dExplicit: run(): Step 3740 - Time = 0.004861
Euler1dExplicit: run(): Step 3750 - Time = 0.004874
Euler1dExplicit: run(): Step 3760 - Time = 0.004887
Euler1dExplicit: run(): Step 3770 - Time = 0.004900
Euler1dExplicit: run(): Step 3780 - Time = 0.004913
Euler1dExplicit: run(): Step 3790 - Time = 0.004926
Euler1dExplicit: run(): Step 3800 - Time = 0.004939
Euler1dExplicit: run(): Step 3810 - Time = 0.004952
Euler1dExplicit: run(): Step 3820 - Time = 0.004965
Euler1dExplicit: run(): Step 3830 - Time = 0.004978
Euler1dExplicit: run(): Step 3840 - Time = 0.004991
Euler1dExplicit: run(): Step 3850 - Time = 0.005004
Euler1dExplicit: run(): Step 3860 - Time = 0.005017
Euler1dExplicit: run(): Step 3870 - Time = 0.005030
Euler1dExplicit: run(): Step 3880 - Time = 0.005043
Euler1dExplicit: run(): Step 3890 - Time = 0.005056
Euler1dExplicit: run(): Step 3900 - Time = 0.005069
Euler1dExplicit: run(): Step 3910 - Time = 0.005082
Euler1dExplicit: run(): Step 3920 - Time = 0.005095
Euler1dExplicit: run(): Step 3930 - Time = 0.005108
Euler1dExplicit: run(): Step 3940 - Time = 0.005121
Euler1dExplicit: run(): Step 3950 - Time = 0.005134
Euler1dExplicit: run(): Step 3960 - Time = 0.005147
Euler1dExplicit: run(): Step 3970 - Time = 0.005160
Euler1dExplicit: run(): Step 3980 - Time = 0.005173
Euler1dExplicit: run(): Step 3990 - Time = 0.005186
Euler1dExplicit: run(): Step 4000 - Time = 0.005199
Euler1dExplicit: run(): Step 4010 - Time = 0.005212
Euler1dExplicit: run(): Step 4020 - Time = 0.005225
Euler1dExplicit: run(): Step 4030 - Time = 0.005238
Euler1dExplicit: run(): Step 4040 - Time = 0.005251
Euler1dExplicit: run(): Step 4050 - Time = 0.005264
Euler1dExplicit: run(): Step 4060 - Time = 0.005277
Euler1dExplicit: run(): Step 4070 - Time = 0.005290
Euler1dExplicit: run(): Step 4080 - Time = 0.005303
Euler1dExplicit: run(): Step 4090 - Time = 0.005316
Euler1dExplicit: run(): Step 4100 - Time = 0.005329
Euler1dExplicit: run(): Step 4110 - Time = 0.005342
Euler1dExplicit: run(): Step 4120 - Time = 0.005354
Euler1dExplicit: run(): Step 4130 - Time = 0.005367
Euler1dExplicit: run(): Step 4140 - Time = 0.005380
Euler1dExplicit: run(): Step 4150 - Time = 0.005393
Euler1dExplicit: run(): Step 4160 - Time = 0.005406
Euler1dExplicit: run(): Step 4170 - Time = 0.005419
Euler1dExplicit: run(): Step 4180 - Time = 0.005432
Euler1dExplicit: run(): Step 4190 - Time = 0.005445
Euler1dExplicit: run(): Step 4200 - Time = 0.005458
Euler1dExplicit: run(): Step 4210 - Time = 0.005471
Euler1dExplicit: run(): Step 4220 - Time = 0.005484
Euler1dExplicit: run(): Step 4230 - Time = 0.005497
Euler1dExplicit: run(): Step 4240 - Time = 0.005510
Euler1dExplicit: run(): Step 4250 - Time = 0.005523
Euler1dExplicit: run(): Step 4260 - Time = 0.005536
Euler1dExplicit: run(): Step 4270 - Time = 0.005549
Euler1dExplicit: run(): Step 4280 - Time = 0.005562
Euler1dExplicit: run(): Step 4290 - Time = 0.005575
Euler1dExplicit: run(): Step 4300 - Time = 0.005588
Euler1dExplicit: run(): Step 4310 - Time = 0.005601
Euler1dExplicit: run(): Step 4320 - Time = 0.005614
Euler1dExplicit: run(): Step 4330 - Time = 0.005627
Euler1dExplicit: run(): Step 4340 - Time = 0.005640
